Area Name,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total number of households,,,,,
STATE - UTTAR PRADESH,Total,287228,29791,93677,8297,26517,538290,898,2623,2057,3350,992728,,,,,
STATE - UTTAR PRADESH,Cooking inside house:,271123,26876,87534,7840,25788,532942,862,2547,1872,0,957384,,,,,
STATE - UTTAR PRADESH,Has Kitchen,86795,12909,26840,2678,11807,425991,467,1708,496,0,569691,,,,,
STATE - UTTAR PRADESH,Does not have kitchen,184328,13967,60694,5162,13981,106951,395,839,1376,0,387693,,,,,
STATE - UTTAR PRADESH,Cooking outside house:,16105,2915,6143,457,729,5348,36,76,185,0,31994,,,,,
STATE - UTTAR PRADESH,Has Kitchen,5275,2310,2041,199,273,2910,20,29,38,0,13095,,,,,
STATE - UTTAR PRADESH,Does not have kitchen,10830,605,4102,258,456,2438,16,47,147,0,18899,,,,,
STATE - UTTAR PRADESH,No Cooking,0,0,0,0,0,0,0,0,0,3350,3350,,,,,
Saharanpur (M Corp.),Total,2997,121,700,76,323,7868,3,70,2,35,12195,,,,,
Saharanpur (M Corp.),Cooking inside house:,2800,117,653,73,318,7783,3,70,2,0,11819,,,,,
Saharanpur (M Corp.),Has Kitchen,1281,85,321,56,182,6991,2,63,0,0,8981,,,,,
Saharanpur (M Corp.),Does not have kitchen,1519,32,332,17,136,792,1,7,2,0,2838,,,,,
Saharanpur (M Corp.),Cooking outside house:,197,4,47,3,5,85,0,0,0,0,341,,,,,
Saharanpur (M Corp.),Has Kitchen,29,3,17,0,2,36,0,0,0,0,87,,,,,
Saharanpur (M Corp.),Does not have kitchen,168,1,30,3,3,49,0,0,0,0,254,,,,,
Saharanpur (M Corp.),No Cooking,0,0,0,0,0,0,0,0,0,35,35,,,,,
Nakur (NPP),Total,762,15,118,0,2,645,0,4,0,2,1548,,,,,
Nakur (NPP),Cooking inside house:,759,15,116,0,2,643,0,4,0,0,1539,,,,,
Nakur (NPP),Has Kitchen,405,4,34,0,2,601,0,4,0,0,1050,,,,,
Nakur (NPP),Does not have kitchen,354,11,82,0,0,42,0,0,0,0,489,,,,,
Nakur (NPP),Cooking outside house:,3,0,2,0,0,2,0,0,0,0,7,,,,,
Nakur (NPP),Has Kitchen,3,0,2,0,0,2,0,0,0,0,7,,,,,
Nakur (NPP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nakur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Ambehta (NP),Total,427,32,182,0,0,149,0,0,0,1,791,,,,,
Ambehta (NP),Cooking inside house:,421,28,111,0,0,124,0,0,0,0,684,,,,,
Ambehta (NP),Has Kitchen,216,20,50,0,0,115,0,0,0,0,401,,,,,
Ambehta (NP),Does not have kitchen,205,8,61,0,0,9,0,0,0,0,283,,,,,
Ambehta (NP),Cooking outside house:,6,4,71,0,0,25,0,0,0,0,106,,,,,
Ambehta (NP),Has Kitchen,0,2,7,0,0,16,0,0,0,0,25,,,,,
Ambehta (NP),Does not have kitchen,6,2,64,0,0,9,0,0,0,0,81,,,,,
Ambehta (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Gangoh (NPP),Total,476,23,163,0,2,508,2,0,0,3,1177,,,,,
Gangoh (NPP),Cooking inside house:,456,20,156,0,2,505,2,0,0,0,1141,,,,,
Gangoh (NPP),Has Kitchen,157,11,75,0,0,426,2,0,0,0,671,,,,,
Gangoh (NPP),Does not have kitchen,299,9,81,0,2,79,0,0,0,0,470,,,,,
Gangoh (NPP),Cooking outside house:,20,3,7,0,0,3,0,0,0,0,33,,,,,
Gangoh (NPP),Has Kitchen,4,3,0,0,0,0,0,0,0,0,7,,,,,
Gangoh (NPP),Does not have kitchen,16,0,7,0,0,3,0,0,0,0,26,,,,,
Gangoh (NPP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Deoband (NPP),Total,1007,102,1187,2,24,1930,1,8,0,9,4270,,,,,
Deoband (NPP),Cooking inside house:,887,93,1040,2,23,1898,1,7,0,0,3951,,,,,
Deoband (NPP),Has Kitchen,291,48,613,1,17,1661,0,7,0,0,2638,,,,,
Deoband (NPP),Does not have kitchen,596,45,427,1,6,237,1,0,0,0,1313,,,,,
Deoband (NPP),Cooking outside house:,120,9,147,0,1,32,0,1,0,0,310,,,,,
Deoband (NPP),Has Kitchen,6,5,19,0,0,8,0,0,0,0,38,,,,,
Deoband (NPP),Does not have kitchen,114,4,128,0,1,24,0,1,0,0,272,,,,,
Deoband (NPP),No Cooking,0,0,0,0,0,0,0,0,0,9,9,,,,,
Nanauta (NP),Total,875,65,244,1,1,594,0,65,0,1,1846,,,,,
Nanauta (NP),Cooking inside house:,794,61,205,1,1,588,0,65,0,0,1715,,,,,
Nanauta (NP),Has Kitchen,327,36,103,1,1,547,0,56,0,0,1071,,,,,
Nanauta (NP),Does not have kitchen,467,25,102,0,0,41,0,9,0,0,644,,,,,
Nanauta (NP),Cooking outside house:,81,4,39,0,0,6,0,0,0,0,130,,,,,
Nanauta (NP),Has Kitchen,5,3,7,0,0,3,0,0,0,0,18,,,,,
Nanauta (NP),Does not have kitchen,76,1,32,0,0,3,0,0,0,0,112,,,,,
Nanauta (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Rampur Maniharan (NP),Total,2122,81,290,3,6,1008,0,1,1,7,3519,,,,,
Rampur Maniharan (NP),Cooking inside house:,1836,67,264,1,5,966,0,0,1,0,3140,,,,,
Rampur Maniharan (NP),Has Kitchen,817,30,102,0,4,815,0,0,0,0,1768,,,,,
Rampur Maniharan (NP),Does not have kitchen,1019,37,162,1,1,151,0,0,1,0,1372,,,,,
Rampur Maniharan (NP),Cooking outside house:,286,14,26,2,1,42,0,1,0,0,372,,,,,
Rampur Maniharan (NP),Has Kitchen,40,8,4,1,0,27,0,0,0,0,80,,,,,
Rampur Maniharan (NP),Does not have kitchen,246,6,22,1,1,15,0,1,0,0,292,,,,,
Rampur Maniharan (NP),No Cooking,0,0,0,0,0,0,0,0,0,7,7,,,,,
Kairana (NPP),Total,401,116,722,0,3,399,0,0,0,5,1646,,,,,
Kairana (NPP),Cooking inside house:,370,108,660,0,3,396,0,0,0,0,1537,,,,,
Kairana (NPP),Has Kitchen,79,29,184,0,1,266,0,0,0,0,559,,,,,
Kairana (NPP),Does not have kitchen,291,79,476,0,2,130,0,0,0,0,978,,,,,
Kairana (NPP),Cooking outside house:,31,8,62,0,0,3,0,0,0,0,104,,,,,
Kairana (NPP),Has Kitchen,27,7,62,0,0,1,0,0,0,0,97,,,,,
Kairana (NPP),Does not have kitchen,4,1,0,0,0,2,0,0,0,0,7,,,,,
Kairana (NPP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Dhampur (NPP),Total,138,3,1,1,12,577,0,0,0,2,734,,,,,
Dhampur (NPP),Cooking inside house:,125,3,1,1,11,576,0,0,0,0,717,,,,,
Dhampur (NPP),Has Kitchen,97,3,1,1,9,556,0,0,0,0,667,,,,,
Dhampur (NPP),Does not have kitchen,28,0,0,0,2,20,0,0,0,0,50,,,,,
Dhampur (NPP),Cooking outside house:,13,0,0,0,1,1,0,0,0,0,15,,,,,
Dhampur (NPP),Has Kitchen,3,0,0,0,1,0,0,0,0,0,4,,,,,
Dhampur (NPP),Does not have kitchen,10,0,0,0,0,1,0,0,0,0,11,,,,,
Dhampur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Thakurdwara (NPP),Total,1773,140,74,2,5,777,0,2,0,0,2773,,,,,
Thakurdwara (NPP),Cooking inside house:,1319,117,62,2,5,686,0,1,0,0,2192,,,,,
Thakurdwara (NPP),Has Kitchen,619,62,48,2,4,606,0,1,0,0,1342,,,,,
Thakurdwara (NPP),Does not have kitchen,700,55,14,0,1,80,0,0,0,0,850,,,,,
Thakurdwara (NPP),Cooking outside house:,454,23,12,0,0,91,0,1,0,0,581,,,,,
Thakurdwara (NPP),Has Kitchen,214,19,12,0,0,79,0,1,0,0,325,,,,,
Thakurdwara (NPP),Does not have kitchen,240,4,0,0,0,12,0,0,0,0,256,,,,,
Thakurdwara (NPP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Umri Kalan (NP),Total,470,39,23,3,1,17,0,1,0,1,555,,,,,
Umri Kalan (NP),Cooking inside house:,275,14,16,2,0,16,0,1,0,0,324,,,,,
Umri Kalan (NP),Has Kitchen,174,10,14,0,0,16,0,1,0,0,215,,,,,
Umri Kalan (NP),Does not have kitchen,101,4,2,2,0,0,0,0,0,0,109,,,,,
Umri Kalan (NP),Cooking outside house:,195,25,7,1,1,1,0,0,0,0,230,,,,,
Umri Kalan (NP),Has Kitchen,33,4,7,1,1,0,0,0,0,0,46,,,,,
Umri Kalan (NP),Does not have kitchen,162,21,0,0,0,1,0,0,0,0,184,,,,,
Umri Kalan (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Bhojpur Dharampur (NP),Total,1041,46,298,2,1,145,0,0,0,0,1533,,,,,
Bhojpur Dharampur (NP),Cooking inside house:,845,37,250,2,1,129,0,0,0,0,1264,,,,,
Bhojpur Dharampur (NP),Has Kitchen,207,21,77,0,1,103,0,0,0,0,409,,,,,
Bhojpur Dharampur (NP),Does not have kitchen,638,16,173,2,0,26,0,0,0,0,855,,,,,
Bhojpur Dharampur (NP),Cooking outside house:,196,9,48,0,0,16,0,0,0,0,269,,,,,
Bhojpur Dharampur (NP),Has Kitchen,5,3,14,0,0,1,0,0,0,0,23,,,,,
Bhojpur Dharampur (NP),Does not have kitchen,191,6,34,0,0,15,0,0,0,0,246,,,,,
Bhojpur Dharampur (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Moradabad (M Corp.),Total,5648,441,2047,188,850,11549,10,18,17,61,20829,,,,,
Moradabad (M Corp.),Cooking inside house:,5301,412,1997,183,826,11413,10,17,17,0,20176,,,,,
Moradabad (M Corp.),Has Kitchen,2294,200,623,84,559,10141,4,9,12,0,13926,,,,,
Moradabad (M Corp.),Does not have kitchen,3007,212,1374,99,267,1272,6,8,5,0,6250,,,,,
Moradabad (M Corp.),Cooking outside house:,347,29,50,5,24,136,0,1,0,0,592,,,,,
Moradabad (M Corp.),Has Kitchen,111,28,18,1,19,125,0,1,0,0,303,,,,,
Moradabad (M Corp.),Does not have kitchen,236,1,32,4,5,11,0,0,0,0,289,,,,,
Moradabad (M Corp.),No Cooking,0,0,0,0,0,0,0,0,0,61,61,,,,,
Bilari (NPP),Total,599,84,345,1,4,497,1,5,0,3,1539,,,,,
Bilari (NPP),Cooking inside house:,593,81,344,1,4,496,1,5,0,0,1525,,,,,
Bilari (NPP),Has Kitchen,161,54,48,0,3,417,1,3,0,0,687,,,,,
Bilari (NPP),Does not have kitchen,432,27,296,1,1,79,0,2,0,0,838,,,,,
Bilari (NPP),Cooking outside house:,6,3,1,0,0,1,0,0,0,0,11,,,,,
Bilari (NPP),Has Kitchen,6,3,1,0,0,0,0,0,0,0,10,,,,,
Bilari (NPP),Does not have kitchen,0,0,0,0,0,1,0,0,0,0,1,,,,,
Bilari (NPP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Sirsi (NP),Total,569,46,164,40,0,192,0,5,0,0,1016,,,,,
Sirsi (NP),Cooking inside house:,565,42,140,40,0,190,0,5,0,0,982,,,,,
Sirsi (NP),Has Kitchen,166,15,27,24,0,141,0,5,0,0,378,,,,,
Sirsi (NP),Does not have kitchen,399,27,113,16,0,49,0,0,0,0,604,,,,,
Sirsi (NP),Cooking outside house:,4,4,24,0,0,2,0,0,0,0,34,,,,,
Sirsi (NP),Has Kitchen,4,4,7,0,0,1,0,0,0,0,16,,,,,
Sirsi (NP),Does not have kitchen,0,0,17,0,0,1,0,0,0,0,18,,,,,
Sirsi (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sambhal (NPP),Total,1186,67,996,0,13,1646,1,1,0,6,3916,,,,,
Sambhal (NPP),Cooking inside house:,1181,66,995,0,13,1646,1,1,0,0,3903,,,,,
Sambhal (NPP),Has Kitchen,239,31,230,0,13,1415,1,0,0,0,1929,,,,,
Sambhal (NPP),Does not have kitchen,942,35,765,0,0,231,0,1,0,0,1974,,,,,
Sambhal (NPP),Cooking outside house:,5,1,1,0,0,0,0,0,0,0,7,,,,,
Sambhal (NPP),Has Kitchen,4,1,1,0,0,0,0,0,0,0,6,,,,,
Sambhal (NPP),Does not have kitchen,1,0,0,0,0,0,0,0,0,0,1,,,,,
Sambhal (NPP),No Cooking,0,0,0,0,0,0,0,0,0,6,6,,,,,
Bahjoi (NPP),Total,812,91,379,11,6,509,0,0,0,5,1813,,,,,
Bahjoi (NPP),Cooking inside house:,776,76,309,10,6,506,0,0,0,0,1683,,,,,
Bahjoi (NPP),Has Kitchen,191,22,45,6,3,447,0,0,0,0,714,,,,,
Bahjoi (NPP),Does not have kitchen,585,54,264,4,3,59,0,0,0,0,969,,,,,
Bahjoi (NPP),Cooking outside house:,36,15,70,1,0,3,0,0,0,0,125,,,,,
Bahjoi (NPP),Has Kitchen,6,4,3,0,0,0,0,0,0,0,13,,,,,
Bahjoi (NPP),Does not have kitchen,30,11,67,1,0,3,0,0,0,0,112,,,,,
Bahjoi (NPP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Chandausi (NPP),Total,1276,103,385,10,45,1172,0,0,1,4,2996,,,,,
Chandausi (NPP),Cooking inside house:,1243,89,377,10,45,1168,0,0,1,0,2933,,,,,
Chandausi (NPP),Has Kitchen,227,23,31,5,22,813,0,0,1,0,1122,,,,,
Chandausi (NPP),Does not have kitchen,1016,66,346,5,23,355,0,0,0,0,1811,,,,,
Chandausi (NPP),Cooking outside house:,33,14,8,0,0,4,0,0,0,0,59,,,,,
Chandausi (NPP),Has Kitchen,15,13,8,0,0,3,0,0,0,0,39,,,,,
Chandausi (NPP),Does not have kitchen,18,1,0,0,0,1,0,0,0,0,20,,,,,
Chandausi (NPP),No Cooking,0,0,0,0,0,0,0,0,0,4,4,,,,,
Kemri (NP),Total,139,40,74,0,0,100,0,2,0,1,356,,,,,
Kemri (NP),Cooking inside house:,139,40,74,0,0,100,0,2,0,0,355,,,,,
Kemri (NP),Has Kitchen,123,24,30,0,0,100,0,2,0,0,279,,,,,
Kemri (NP),Does not have kitchen,16,16,44,0,0,0,0,0,0,0,76,,,,,
Kemri (NP),Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kemri (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kemri (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kemri (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Rampur (NPP),Total,2025,95,281,2,174,943,6,0,0,9,3535,,,,,
Rampur (NPP),Cooking inside house:,1879,92,272,2,172,938,6,0,0,0,3361,,,,,
Rampur (NPP),Has Kitchen,1584,84,145,2,158,885,1,0,0,0,2859,,,,,
Rampur (NPP),Does not have kitchen,295,8,127,0,14,53,5,0,0,0,502,,,,,
Rampur (NPP),Cooking outside house:,146,3,9,0,2,5,0,0,0,0,165,,,,,
Rampur (NPP),Has Kitchen,25,2,9,0,2,5,0,0,0,0,43,,,,,
Rampur (NPP),Does not have kitchen,121,1,0,0,0,0,0,0,0,0,122,,,,,
Rampur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,9,9,,,,,
Karnawal (NP),Total,4,2,132,0,0,28,0,0,0,0,166,,,,,
Karnawal (NP),Cooking inside house:,2,2,132,0,0,28,0,0,0,0,164,,,,,
Karnawal (NP),Has Kitchen,2,2,77,0,0,28,0,0,0,0,109,,,,,
Karnawal (NP),Does not have kitchen,0,0,55,0,0,0,0,0,0,0,55,,,,,
Karnawal (NP),Cooking outside house:,2,0,0,0,0,0,0,0,0,0,2,,,,,
Karnawal (NP),Has Kitchen,2,0,0,0,0,0,0,0,0,0,2,,,,,
Karnawal (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Karnawal (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sardhana (NPP),Total,150,101,673,0,3,617,1,0,0,5,1550,,,,,
Sardhana (NPP),Cooking inside house:,138,97,665,0,3,616,1,0,0,0,1520,,,,,
Sardhana (NPP),Has Kitchen,69,74,129,0,2,522,0,0,0,0,796,,,,,
Sardhana (NPP),Does not have kitchen,69,23,536,0,1,94,1,0,0,0,724,,,,,
Sardhana (NPP),Cooking outside house:,12,4,8,0,0,1,0,0,0,0,25,,,,,
Sardhana (NPP),Has Kitchen,10,4,6,0,0,1,0,0,0,0,21,,,,,
Sardhana (NPP),Does not have kitchen,2,0,2,0,0,0,0,0,0,0,4,,,,,
Sardhana (NPP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Phalauda (NP),Total,290,83,173,0,0,65,0,0,0,0,611,,,,,
Phalauda (NP),Cooking inside house:,289,81,172,0,0,63,0,0,0,0,605,,,,,
Phalauda (NP),Has Kitchen,69,5,33,0,0,28,0,0,0,0,135,,,,,
Phalauda (NP),Does not have kitchen,220,76,139,0,0,35,0,0,0,0,470,,,,,
Phalauda (NP),Cooking outside house:,1,2,1,0,0,2,0,0,0,0,6,,,,,
Phalauda (NP),Has Kitchen,1,1,1,0,0,1,0,0,0,0,4,,,,,
Phalauda (NP),Does not have kitchen,0,1,0,0,0,1,0,0,0,0,2,,,,,
Phalauda (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Hastinapur (NP),Total,130,10,309,1,0,119,0,8,0,1,578,,,,,
Hastinapur (NP),Cooking inside house:,130,10,306,1,0,117,0,8,0,0,572,,,,,
Hastinapur (NP),Has Kitchen,21,2,62,1,0,96,0,8,0,0,190,,,,,
Hastinapur (NP),Does not have kitchen,109,8,244,0,0,21,0,0,0,0,382,,,,,
Hastinapur (NP),Cooking outside house:,0,0,3,0,0,2,0,0,0,0,5,,,,,
Hastinapur (NP),Has Kitchen,0,0,1,0,0,1,0,0,0,0,2,,,,,
Hastinapur (NP),Does not have kitchen,0,0,2,0,0,1,0,0,0,0,3,,,,,
Hastinapur (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Mawana (NPP),Total,594,36,348,1,1,380,0,0,0,4,1364,,,,,
Mawana (NPP),Cooking inside house:,587,29,331,1,1,380,0,0,0,0,1329,,,,,
Mawana (NPP),Has Kitchen,215,16,102,1,0,322,0,0,0,0,656,,,,,
Mawana (NPP),Does not have kitchen,372,13,229,0,1,58,0,0,0,0,673,,,,,
Mawana (NPP),Cooking outside house:,7,7,17,0,0,0,0,0,0,0,31,,,,,
Mawana (NPP),Has Kitchen,1,6,3,0,0,0,0,0,0,0,10,,,,,
Mawana (NPP),Does not have kitchen,6,1,14,0,0,0,0,0,0,0,21,,,,,
Mawana (NPP),No Cooking,0,0,0,0,0,0,0,0,0,4,4,,,,,
Meerut (M Corp.),Total,11437,1726,23226,309,1826,52381,75,384,73,200,91637,,,,,
Meerut (M Corp.),Cooking inside house:,10776,1417,21923,284,1779,51936,74,364,73,0,88626,,,,,
Meerut (M Corp.),Has Kitchen,5435,837,7430,77,1103,44361,44,238,24,0,59549,,,,,
Meerut (M Corp.),Does not have kitchen,5341,580,14493,207,676,7575,30,126,49,0,29077,,,,,
Meerut (M Corp.),Cooking outside house:,661,309,1303,25,47,445,1,20,0,0,2811,,,,,
Meerut (M Corp.),Has Kitchen,172,289,534,10,14,221,0,4,0,0,1244,,,,,
Meerut (M Corp.),Does not have kitchen,489,20,769,15,33,224,1,16,0,0,1567,,,,,
Meerut (M Corp.),No Cooking,0,0,0,0,0,0,0,0,0,200,200,,,,,
Tikri (NP),Total,10,13,467,1,3,29,0,0,0,2,525,,,,,
Tikri (NP),Cooking inside house:,6,5,202,1,1,20,0,0,0,0,235,,,,,
Tikri (NP),Has Kitchen,4,5,155,0,1,17,0,0,0,0,182,,,,,
Tikri (NP),Does not have kitchen,2,0,47,1,0,3,0,0,0,0,53,,,,,
Tikri (NP),Cooking outside house:,4,8,265,0,2,9,0,0,0,0,288,,,,,
Tikri (NP),Has Kitchen,3,4,64,0,0,5,0,0,0,0,76,,,,,
Tikri (NP),Does not have kitchen,1,4,201,0,2,4,0,0,0,0,212,,,,,
Tikri (NP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Doghat (NP),Total,11,10,471,0,0,85,1,0,0,0,578,,,,,
Doghat (NP),Cooking inside house:,8,9,459,0,0,85,1,0,0,0,562,,,,,
Doghat (NP),Has Kitchen,4,0,151,0,0,57,1,0,0,0,213,,,,,
Doghat (NP),Does not have kitchen,4,9,308,0,0,28,0,0,0,0,349,,,,,
Doghat (NP),Cooking outside house:,3,1,12,0,0,0,0,0,0,0,16,,,,,
Doghat (NP),Has Kitchen,3,1,11,0,0,0,0,0,0,0,15,,,,,
Doghat (NP),Does not have kitchen,0,0,1,0,0,0,0,0,0,0,1,,,,,
Doghat (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Baraut (NPP),Total,504,439,1025,4,20,1719,7,4,1,8,3731,,,,,
Baraut (NPP),Cooking inside house:,478,316,893,4,20,1700,7,4,1,0,3423,,,,,
Baraut (NPP),Has Kitchen,188,287,235,3,6,1437,7,3,1,0,2167,,,,,
Baraut (NPP),Does not have kitchen,290,29,658,1,14,263,0,1,0,0,1256,,,,,
Baraut (NPP),Cooking outside house:,26,123,132,0,0,19,0,0,0,0,300,,,,,
Baraut (NPP),Has Kitchen,13,120,24,0,0,5,0,0,0,0,162,,,,,
Baraut (NPP),Does not have kitchen,13,3,108,0,0,14,0,0,0,0,138,,,,,
Baraut (NPP),No Cooking,0,0,0,0,0,0,0,0,0,8,8,,,,,
Baghpat (NPP),Total,28,13,320,0,0,249,0,6,0,0,616,,,,,
Baghpat (NPP),Cooking inside house:,24,7,282,0,0,246,0,5,0,0,564,,,,,
Baghpat (NPP),Has Kitchen,10,2,44,0,0,208,0,5,0,0,269,,,,,
Baghpat (NPP),Does not have kitchen,14,5,238,0,0,38,0,0,0,0,295,,,,,
Baghpat (NPP),Cooking outside house:,4,6,38,0,0,3,0,1,0,0,52,,,,,
Baghpat (NPP),Has Kitchen,4,6,7,0,0,1,0,0,0,0,18,,,,,
Baghpat (NPP),Does not have kitchen,0,0,31,0,0,2,0,1,0,0,34,,,,,
Baghpat (NPP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Agarwal Mandi (Tatiri) (NP),Total,1,2,58,0,0,5,0,0,0,0,66,,,,,
Agarwal Mandi (Tatiri) (NP),Cooking inside house:,1,2,57,0,0,5,0,0,0,0,65,,,,,
Agarwal Mandi (Tatiri) (NP),Has Kitchen,1,2,7,0,0,3,0,0,0,0,13,,,,,
Agarwal Mandi (Tatiri) (NP),Does not have kitchen,0,0,50,0,0,2,0,0,0,0,52,,,,,
Agarwal Mandi (Tatiri) (NP),Cooking outside house:,0,0,1,0,0,0,0,0,0,0,1,,,,,
Agarwal Mandi (Tatiri) (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Agarwal Mandi (Tatiri) (NP),Does not have kitchen,0,0,1,0,0,0,0,0,0,0,1,,,,,
Agarwal Mandi (Tatiri) (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Aminagar Sarai (NP),Total,1,0,80,0,0,18,0,0,0,0,99,,,,,
Aminagar Sarai (NP),Cooking inside house:,0,0,80,0,0,18,0,0,0,0,98,,,,,
Aminagar Sarai (NP),Has Kitchen,0,0,12,0,0,10,0,0,0,0,22,,,,,
Aminagar Sarai (NP),Does not have kitchen,0,0,68,0,0,8,0,0,0,0,76,,,,,
Aminagar Sarai (NP),Cooking outside house:,1,0,0,0,0,0,0,0,0,0,1,,,,,
Aminagar Sarai (NP),Has Kitchen,1,0,0,0,0,0,0,0,0,0,1,,,,,
Aminagar Sarai (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Aminagar Sarai (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Khekada (NP),Total,480,310,860,5,13,637,2,5,0,9,2321,,,,,
Khekada (NP),Cooking inside house:,403,190,747,3,13,605,2,5,0,0,1968,,,,,
Khekada (NP),Has Kitchen,243,156,221,2,3,481,1,4,0,0,1111,,,,,
Khekada (NP),Does not have kitchen,160,34,526,1,10,124,1,1,0,0,857,,,,,
Khekada (NP),Cooking outside house:,77,120,113,2,0,32,0,0,0,0,344,,,,,
Khekada (NP),Has Kitchen,22,113,14,2,0,13,0,0,0,0,164,,,,,
Khekada (NP),Does not have kitchen,55,7,99,0,0,19,0,0,0,0,180,,,,,
Khekada (NP),No Cooking,0,0,0,0,0,0,0,0,0,9,9,,,,,
Patala (NP),Total,6,3,276,0,0,25,0,0,0,0,310,,,,,
Patala (NP),Cooking inside house:,5,3,276,0,0,25,0,0,0,0,309,,,,,
Patala (NP),Has Kitchen,2,2,93,0,0,23,0,0,0,0,120,,,,,
Patala (NP),Does not have kitchen,3,1,183,0,0,2,0,0,0,0,189,,,,,
Patala (NP),Cooking outside house:,1,0,0,0,0,0,0,0,0,0,1,,,,,
Patala (NP),Has Kitchen,1,0,0,0,0,0,0,0,0,0,1,,,,,
Patala (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Patala (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Niwari (NP),Total,114,7,174,0,0,102,0,0,0,0,397,,,,,
Niwari (NP),Cooking inside house:,113,7,135,0,0,102,0,0,0,0,357,,,,,
Niwari (NP),Has Kitchen,30,1,53,0,0,95,0,0,0,0,179,,,,,
Niwari (NP),Does not have kitchen,83,6,82,0,0,7,0,0,0,0,178,,,,,
Niwari (NP),Cooking outside house:,1,0,39,0,0,0,0,0,0,0,40,,,,,
Niwari (NP),Has Kitchen,0,0,3,0,0,0,0,0,0,0,3,,,,,
Niwari (NP),Does not have kitchen,1,0,36,0,0,0,0,0,0,0,37,,,,,
Niwari (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Modinagar (NPP),Total,407,175,698,4,47,6110,96,16,4,29,7586,,,,,
Modinagar (NPP),Cooking inside house:,374,168,662,4,45,6098,96,13,4,0,7464,,,,,
Modinagar (NPP),Has Kitchen,214,140,294,1,27,5524,66,7,1,0,6274,,,,,
Modinagar (NPP),Does not have kitchen,160,28,368,3,18,574,30,6,3,0,1190,,,,,
Modinagar (NPP),Cooking outside house:,33,7,36,0,2,12,0,3,0,0,93,,,,,
Modinagar (NPP),Has Kitchen,16,7,12,0,1,3,0,1,0,0,40,,,,,
Modinagar (NPP),Does not have kitchen,17,0,24,0,1,9,0,2,0,0,53,,,,,
Modinagar (NPP),No Cooking,0,0,0,0,0,0,0,0,0,29,29,,,,,
Faridnagar (NP),Total,7,5,358,0,5,30,0,0,0,2,407,,,,,
Faridnagar (NP),Cooking inside house:,7,5,357,0,5,30,0,0,0,0,404,,,,,
Faridnagar (NP),Has Kitchen,3,1,73,0,1,28,0,0,0,0,106,,,,,
Faridnagar (NP),Does not have kitchen,4,4,284,0,4,2,0,0,0,0,298,,,,,
Faridnagar (NP),Cooking outside house:,0,0,1,0,0,0,0,0,0,0,1,,,,,
Faridnagar (NP),Has Kitchen,0,0,1,0,0,0,0,0,0,0,1,,,,,
Faridnagar (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Faridnagar (NP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Muradnagar (NPP),Total,128,56,367,0,4,146,0,0,0,1,702,,,,,
