Area Name,Total/Rural/Urban,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total
District - Uttar Dinajpur,Rural,Cooking outside house:,7174,49862,2855,83,31,523,33,79,4563,0,65203
District - Uttar Dinajpur,Rural,Has Kitchen,4998,35419,1879,61,6,240,13,65,2940,0,45621
District - Uttar Dinajpur,Rural,Does not have kitchen,2176,14443,976,22,25,283,20,14,1623,0,19582
District - Uttar Dinajpur,Rural,No Cooking,0,0,0,0,0,0,0,0,0,922,922
District - Uttar Dinajpur,Urban,Total,27313,5670,2673,1785,529,29436,19,81,853,397,68756
District - Uttar Dinajpur,Urban,Cooking inside house:,25322,5006,2496,1728,511,29171,17,80,830,0,65161
District - Uttar Dinajpur,Urban,Has Kitchen,15608,3212,1357,1089,274,27247,12,62,343,0,49204
District - Uttar Dinajpur,Urban,Does not have kitchen,9714,1794,1139,639,237,1924,5,18,487,0,15957
District - Uttar Dinajpur,Urban,Cooking outside house:,1991,664,177,57,18,265,2,1,23,0,3198
District - Uttar Dinajpur,Urban,Has Kitchen,1145,468,85,33,8,217,2,1,14,0,1973
District - Uttar Dinajpur,Urban,Does not have kitchen,846,196,92,24,10,48,0,0,9,0,1225
District - Uttar Dinajpur,Urban,No Cooking,0,0,0,0,0,0,0,0,0,397,397
Sub-District - Chopra,Total,Total,17873,30519,675,33,50,1392,31,22,3069,150,53814
Sub-District - Chopra,Total,Cooking inside house:,15824,25114,530,30,47,1299,27,18,2194,0,45083
Sub-District - Chopra,Total,Has Kitchen,14422,23100,458,24,34,1254,21,17,2006,0,41336
Sub-District - Chopra,Total,Does not have kitchen,1402,2014,72,6,13,45,6,1,188,0,3747
Sub-District - Chopra,Total,Cooking outside house:,2049,5405,145,3,3,93,4,4,875,0,8581
Sub-District - Chopra,Total,Has Kitchen,1706,4699,66,3,1,60,4,2,765,0,7306
Sub-District - Chopra,Total,Does not have kitchen,343,706,79,0,2,33,0,2,110,0,1275
Sub-District - Chopra,Total,No Cooking,0,0,0,0,0,0,0,0,0,150,150
Sub-District - Chopra,Rural,Total,17281,30211,674,28,47,1112,31,22,3068,148,52622
Sub-District - Chopra,Rural,Cooking inside house:,15242,24812,529,25,44,1022,27,18,2193,0,43912
Sub-District - Chopra,Rural,Has Kitchen,13939,22865,458,23,31,981,21,17,2005,0,40340
Sub-District - Chopra,Rural,Does not have kitchen,1303,1947,71,2,13,41,6,1,188,0,3572
Sub-District - Chopra,Rural,Cooking outside house:,2039,5399,145,3,3,90,4,4,875,0,8562
Sub-District - Chopra,Rural,Has Kitchen,1696,4695,66,3,1,57,4,2,765,0,7289
Sub-District - Chopra,Rural,Does not have kitchen,343,704,79,0,2,33,0,2,110,0,1273
Sub-District - Chopra,Rural,No Cooking,0,0,0,0,0,0,0,0,0,148,148
Sub-District - Chopra,Urban,Total,592,308,1,5,3,280,0,0,1,2,1192
Sub-District - Chopra,Urban,Cooking inside house:,582,302,1,5,3,277,0,0,1,0,1171
Sub-District - Chopra,Urban,Has Kitchen,483,235,0,1,3,273,0,0,1,0,996
Sub-District - Chopra,Urban,Does not have kitchen,99,67,1,4,0,4,0,0,0,0,175
Sub-District - Chopra,Urban,Cooking outside house:,10,6,0,0,0,3,0,0,0,0,19
Sub-District - Chopra,Urban,Has Kitchen,10,4,0,0,0,3,0,0,0,0,17
Sub-District - Chopra,Urban,Does not have kitchen,0,2,0,0,0,0,0,0,0,0,2
Sub-District - Chopra,Urban,No Cooking,0,0,0,0,0,0,0,0,0,2,2
Chopra (CT),Urban,Total,592,308,1,5,3,280,0,0,1,2,1192
Chopra (CT),Urban,Cooking inside house:,582,302,1,5,3,277,0,0,1,0,1171
Chopra (CT),Urban,Has Kitchen,483,235,0,1,3,273,0,0,1,0,996
Chopra (CT),Urban,Does not have kitchen,99,67,1,4,0,4,0,0,0,0,175
Chopra (CT),Urban,Cooking outside house:,10,6,0,0,0,3,0,0,0,0,19
Chopra (CT),Urban,Has Kitchen,10,4,0,0,0,3,0,0,0,0,17
Chopra (CT),Urban,Does not have kitchen,0,2,0,0,0,0,0,0,0,0,2
Chopra (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,2,2
Sub-District - Islampur,Total,Total,11302,43116,822,50,68,1006,11,19,1796,115,58305
Sub-District - Islampur,Total,Cooking inside house:,10715,41054,784,47,68,982,9,18,1726,0,55403
Sub-District - Islampur,Total,Has Kitchen,9746,35766,597,32,35,902,6,14,1379,0,48477
Sub-District - Islampur,Total,Does not have kitchen,969,5288,187,15,33,80,3,4,347,0,6926
Sub-District - Islampur,Total,Cooking outside house:,587,2062,38,3,0,24,2,1,70,0,2787
Sub-District - Islampur,Total,Has Kitchen,361,1249,20,2,0,8,0,0,52,0,1692
Sub-District - Islampur,Total,Does not have kitchen,226,813,18,1,0,16,2,1,18,0,1095
Sub-District - Islampur,Total,No Cooking,0,0,0,0,0,0,0,0,0,115,115
Sub-District - Islampur,Rural,Total,11302,43116,822,50,68,1006,11,19,1796,115,58305
Sub-District - Islampur,Rural,Cooking inside house:,10715,41054,784,47,68,982,9,18,1726,0,55403
Sub-District - Islampur,Rural,Has Kitchen,9746,35766,597,32,35,902,6,14,1379,0,48477
Sub-District - Islampur,Rural,Does not have kitchen,969,5288,187,15,33,80,3,4,347,0,6926
Sub-District - Islampur,Rural,Cooking outside house:,587,2062,38,3,0,24,2,1,70,0,2787
Sub-District - Islampur,Rural,Has Kitchen,361,1249,20,2,0,8,0,0,52,0,1692
Sub-District - Islampur,Rural,Does not have kitchen,226,813,18,1,0,16,2,1,18,0,1095
Sub-District - Islampur,Rural,No Cooking,0,0,0,0,0,0,0,0,0,115,115
Sub-District - Islampur,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Islampur,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - I,Total,Total,6363,47606,1566,66,38,624,11,112,4407,110,60903
Sub-District - Goalpokhar - I,Total,Cooking inside house:,4818,31087,1153,46,34,576,7,108,2468,0,40297
Sub-District - Goalpokhar - I,Total,Has Kitchen,4094,25458,1011,28,18,538,5,103,1657,0,32912
Sub-District - Goalpokhar - I,Total,Does not have kitchen,724,5629,142,18,16,38,2,5,811,0,7385
Sub-District - Goalpokhar - I,Total,Cooking outside house:,1545,16519,413,20,4,48,4,4,1939,0,20496
Sub-District - Goalpokhar - I,Total,Has Kitchen,1115,13193,355,15,1,42,3,2,1046,0,15772
Sub-District - Goalpokhar - I,Total,Does not have kitchen,430,3326,58,5,3,6,1,2,893,0,4724
Sub-District - Goalpokhar - I,Total,No Cooking,0,0,0,0,0,0,0,0,0,110,110
Sub-District - Goalpokhar - I,Rural,Total,6064,47123,1524,38,24,392,11,112,4393,102,59783
Sub-District - Goalpokhar - I,Rural,Cooking inside house:,4539,30848,1128,19,22,345,7,108,2454,0,39470
Sub-District - Goalpokhar - I,Rural,Has Kitchen,3886,25292,994,14,14,324,5,103,1656,0,32288
Sub-District - Goalpokhar - I,Rural,Does not have kitchen,653,5556,134,5,8,21,2,5,798,0,7182
Sub-District - Goalpokhar - I,Rural,Cooking outside house:,1525,16275,396,19,2,47,4,4,1939,0,20211
Sub-District - Goalpokhar - I,Rural,Has Kitchen,1095,12982,338,14,0,41,3,2,1046,0,15521
Sub-District - Goalpokhar - I,Rural,Does not have kitchen,430,3293,58,5,2,6,1,2,893,0,4690
Sub-District - Goalpokhar - I,Rural,No Cooking,0,0,0,0,0,0,0,0,0,102,102
Sub-District - Goalpokhar - I,Urban,Total,299,483,42,28,14,232,0,0,14,8,1120
Sub-District - Goalpokhar - I,Urban,Cooking inside house:,279,239,25,27,12,231,0,0,14,0,827
Sub-District - Goalpokhar - I,Urban,Has Kitchen,208,166,17,14,4,214,0,0,1,0,624
Sub-District - Goalpokhar - I,Urban,Does not have kitchen,71,73,8,13,8,17,0,0,13,0,203
Sub-District - Goalpokhar - I,Urban,Cooking outside house:,20,244,17,1,2,1,0,0,0,0,285
Sub-District - Goalpokhar - I,Urban,Has Kitchen,20,211,17,1,1,1,0,0,0,0,251
Sub-District - Goalpokhar - I,Urban,Does not have kitchen,0,33,0,0,1,0,0,0,0,0,34
Sub-District - Goalpokhar - I,Urban,No Cooking,0,0,0,0,0,0,0,0,0,8,8
Hanskunda (CT),Urban,Total,299,483,42,28,14,232,0,0,14,8,1120
Hanskunda (CT),Urban,Cooking inside house:,279,239,25,27,12,231,0,0,14,0,827
Hanskunda (CT),Urban,Has Kitchen,208,166,17,14,4,214,0,0,1,0,624
Hanskunda (CT),Urban,Does not have kitchen,71,73,8,13,8,17,0,0,13,0,203
Hanskunda (CT),Urban,Cooking outside house:,20,244,17,1,2,1,0,0,0,0,285
Hanskunda (CT),Urban,Has Kitchen,20,211,17,1,1,1,0,0,0,0,251
Hanskunda (CT),Urban,Does not have kitchen,0,33,0,0,1,0,0,0,0,0,34
Hanskunda (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,8,8
Sub-District - Goalpokhar - II,Total,Total,3503,44585,3102,65,37,740,17,96,3043,111,55299
Sub-District - Goalpokhar - II,Total,Cooking inside house:,2833,31110,2437,40,17,674,2,31,2012,0,39156
Sub-District - Goalpokhar - II,Total,Has Kitchen,2439,24236,1831,21,8,627,2,25,1477,0,30666
Sub-District - Goalpokhar - II,Total,Does not have kitchen,394,6874,606,19,9,47,0,6,535,0,8490
Sub-District - Goalpokhar - II,Total,Cooking outside house:,670,13475,665,25,20,66,15,65,1031,0,16032
Sub-District - Goalpokhar - II,Total,Has Kitchen,531,10401,496,18,1,53,2,59,738,0,12299
Sub-District - Goalpokhar - II,Total,Does not have kitchen,139,3074,169,7,19,13,13,6,293,0,3733
Sub-District - Goalpokhar - II,Total,No Cooking,0,0,0,0,0,0,0,0,0,111,111
Sub-District - Goalpokhar - II,Rural,Total,3503,44585,3102,65,37,740,17,96,3043,111,55299
Sub-District - Goalpokhar - II,Rural,Cooking inside house:,2833,31110,2437,40,17,674,2,31,2012,0,39156
Sub-District - Goalpokhar - II,Rural,Has Kitchen,2439,24236,1831,21,8,627,2,25,1477,0,30666
Sub-District - Goalpokhar - II,Rural,Does not have kitchen,394,6874,606,19,9,47,0,6,535,0,8490
Sub-District - Goalpokhar - II,Rural,Cooking outside house:,670,13475,665,25,20,66,15,65,1031,0,16032
Sub-District - Goalpokhar - II,Rural,Has Kitchen,531,10401,496,18,1,53,2,59,738,0,12299
Sub-District - Goalpokhar - II,Rural,Does not have kitchen,139,3074,169,7,19,13,13,6,293,0,3733
Sub-District - Goalpokhar - II,Rural,No Cooking,0,0,0,0,0,0,0,0,0,111,111
Sub-District - Goalpokhar - II,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Goalpokhar - II,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Total,Total,6778,53796,5339,170,20,909,13,43,1814,83,68965
Sub-District - Karandighi,Total,Cooking inside house:,6474,50084,5091,156,19,869,8,43,1680,0,64424
Sub-District - Karandighi,Total,Has Kitchen,5526,36764,3905,132,11,823,4,39,1176,0,48380
Sub-District - Karandighi,Total,Does not have kitchen,948,13320,1186,24,8,46,4,4,504,0,16044
Sub-District - Karandighi,Total,Cooking outside house:,304,3712,248,14,1,40,5,0,134,0,4458
Sub-District - Karandighi,Total,Has Kitchen,166,2149,136,8,1,20,2,0,44,0,2526
Sub-District - Karandighi,Total,Does not have kitchen,138,1563,112,6,0,20,3,0,90,0,1932
Sub-District - Karandighi,Total,No Cooking,0,0,0,0,0,0,0,0,0,83,83
Sub-District - Karandighi,Rural,Total,6778,53796,5339,170,20,909,13,43,1814,83,68965
Sub-District - Karandighi,Rural,Cooking inside house:,6474,50084,5091,156,19,869,8,43,1680,0,64424
Sub-District - Karandighi,Rural,Has Kitchen,5526,36764,3905,132,11,823,4,39,1176,0,48380
Sub-District - Karandighi,Rural,Does not have kitchen,948,13320,1186,24,8,46,4,4,504,0,16044
Sub-District - Karandighi,Rural,Cooking outside house:,304,3712,248,14,1,40,5,0,134,0,4458
Sub-District - Karandighi,Rural,Has Kitchen,166,2149,136,8,1,20,2,0,44,0,2526
Sub-District - Karandighi,Rural,Does not have kitchen,138,1563,112,6,0,20,3,0,90,0,1932
Sub-District - Karandighi,Rural,No Cooking,0,0,0,0,0,0,0,0,0,83,83
Sub-District - Karandighi,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Karandighi,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Raiganj,Total,Total,19551,57777,6682,168,69,4580,36,104,2710,157,91834
Sub-District - Raiganj,Total,Cooking inside house:,18329,54436,6222,163,65,4385,36,100,2557,0,86293
Sub-District - Raiganj,Total,Has Kitchen,14830,40813,5011,135,45,4222,29,86,1685,0,66856
Sub-District - Raiganj,Total,Does not have kitchen,3499,13623,1211,28,20,163,7,14,872,0,19437
Sub-District - Raiganj,Total,Cooking outside house:,1222,3341,460,5,4,195,0,4,153,0,5384
Sub-District - Raiganj,Total,Has Kitchen,804,1572,324,3,2,55,0,1,92,0,2853
Sub-District - Raiganj,Total,Does not have kitchen,418,1769,136,2,2,140,0,3,61,0,2531
Sub-District - Raiganj,Total,No Cooking,0,0,0,0,0,0,0,0,0,157,157
Sub-District - Raiganj,Rural,Total,17769,57444,6350,121,62,3655,31,99,2543,145,88219
Sub-District - Raiganj,Rural,Cooking inside house:,16554,54113,5891,118,58,3460,31,95,2390,0,82710
Sub-District - Raiganj,Rural,Has Kitchen,13340,40541,4714,92,43,3344,24,81,1639,0,63818
Sub-District - Raiganj,Rural,Does not have kitchen,3214,13572,1177,26,15,116,7,14,751,0,18892
Sub-District - Raiganj,Rural,Cooking outside house:,1215,3331,459,3,4,195,0,4,153,0,5364
Sub-District - Raiganj,Rural,Has Kitchen,801,1567,324,2,2,55,0,1,92,0,2844
Sub-District - Raiganj,Rural,Does not have kitchen,414,1764,135,1,2,140,0,3,61,0,2520
Sub-District - Raiganj,Rural,No Cooking,0,0,0,0,0,0,0,0,0,145,145
Sub-District - Raiganj,Urban,Total,1782,333,332,47,7,925,5,5,167,12,3615
Sub-District - Raiganj,Urban,Cooking inside house:,1775,323,331,45,7,925,5,5,167,0,3583
Sub-District - Raiganj,Urban,Has Kitchen,1490,272,297,43,2,878,5,5,46,0,3038
Sub-District - Raiganj,Urban,Does not have kitchen,285,51,34,2,5,47,0,0,121,0,545
Sub-District - Raiganj,Urban,Cooking outside house:,7,10,1,2,0,0,0,0,0,0,20
Sub-District - Raiganj,Urban,Has Kitchen,3,5,0,1,0,0,0,0,0,0,9
Sub-District - Raiganj,Urban,Does not have kitchen,4,5,1,1,0,0,0,0,0,0,11
Sub-District - Raiganj,Urban,No Cooking,0,0,0,0,0,0,0,0,0,12,12
Nachhratpur Katabari (CT),Urban,Total,722,91,117,24,1,197,0,2,132,5,1291
Nachhratpur Katabari (CT),Urban,Cooking inside house:,718,91,117,24,1,197,0,2,132,0,1282
Nachhratpur Katabari (CT),Urban,Has Kitchen,662,87,110,23,0,195,0,2,21,0,1100
Nachhratpur Katabari (CT),Urban,Does not have kitchen,56,4,7,1,1,2,0,0,111,0,182
Nachhratpur Katabari (CT),Urban,Cooking outside house:,4,0,0,0,0,0,0,0,0,0,4
Nachhratpur Katabari (CT),Urban,Has Kitchen,1,0,0,0,0,0,0,0,0,0,1
Nachhratpur Katabari (CT),Urban,Does not have kitchen,3,0,0,0,0,0,0,0,0,0,3
Nachhratpur Katabari (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Kasba (CT),Urban,Total,1060,242,215,23,6,728,5,3,35,7,2324
Kasba (CT),Urban,Cooking inside house:,1057,232,214,21,6,728,5,3,35,0,2301
Kasba (CT),Urban,Has Kitchen,828,185,187,20,2,683,5,3,25,0,1938
Kasba (CT),Urban,Does not have kitchen,229,47,27,1,4,45,0,0,10,0,363
Kasba (CT),Urban,Cooking outside house:,3,10,1,2,0,0,0,0,0,0,16
Kasba (CT),Urban,Has Kitchen,2,5,0,1,0,0,0,0,0,0,8
Kasba (CT),Urban,Does not have kitchen,1,5,1,1,0,0,0,0,0,0,8
Kasba (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,7,7
Sub-District - Hemtabad,Total,Total,5099,23719,1269,15,8,622,13,15,1210,45,32015
Sub-District - Hemtabad,Total,Cooking inside house:,4966,22847,1225,13,8,607,12,15,1101,0,30794
Sub-District - Hemtabad,Total,Has Kitchen,4394,16048,992,7,3,589,11,14,811,0,22869
Sub-District - Hemtabad,Total,Does not have kitchen,572,6799,233,6,5,18,1,1,290,0,7925
Sub-District - Hemtabad,Total,Cooking outside house:,133,872,44,2,0,15,1,0,109,0,1176
Sub-District - Hemtabad,Total,Has Kitchen,38,245,24,2,0,4,0,0,58,0,371
Sub-District - Hemtabad,Total,Does not have kitchen,95,627,20,0,0,11,1,0,51,0,805
Sub-District - Hemtabad,Total,No Cooking,0,0,0,0,0,0,0,0,0,45,45
Sub-District - Hemtabad,Rural,Total,5099,23719,1269,15,8,622,13,15,1210,45,32015
Sub-District - Hemtabad,Rural,Cooking inside house:,4966,22847,1225,13,8,607,12,15,1101,0,30794
Sub-District - Hemtabad,Rural,Has Kitchen,4394,16048,992,7,3,589,11,14,811,0,22869
Sub-District - Hemtabad,Rural,Does not have kitchen,572,6799,233,6,5,18,1,1,290,0,7925
Sub-District - Hemtabad,Rural,Cooking outside house:,133,872,44,2,0,15,1,0,109,0,1176
Sub-District - Hemtabad,Rural,Has Kitchen,38,245,24,2,0,4,0,0,58,0,371
Sub-District - Hemtabad,Rural,Does not have kitchen,95,627,20,0,0,11,1,0,51,0,805
Sub-District - Hemtabad,Rural,No Cooking,0,0,0,0,0,0,0,0,0,45,45
Sub-District - Hemtabad,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hemtabad,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Total,Total,12911,30474,4272,15,13,569,5,36,1262,54,49611
Sub-District - Kaliaganj,Total,Cooking inside house:,12587,29398,4107,14,13,547,5,35,1209,0,47915
Sub-District - Kaliaganj,Total,Has Kitchen,9800,19149,3149,10,7,510,4,31,781,0,33441
Sub-District - Kaliaganj,Total,Does not have kitchen,2787,10249,958,4,6,37,1,4,428,0,14474
Sub-District - Kaliaganj,Total,Cooking outside house:,324,1076,165,1,0,22,0,1,53,0,1642
Sub-District - Kaliaganj,Total,Has Kitchen,114,360,70,0,0,1,0,1,27,0,573
Sub-District - Kaliaganj,Total,Does not have kitchen,210,716,95,1,0,21,0,0,26,0,1069
Sub-District - Kaliaganj,Total,No Cooking,0,0,0,0,0,0,0,0,0,54,54
Sub-District - Kaliaganj,Rural,Total,12911,30474,4272,15,13,569,5,36,1262,54,49611
Sub-District - Kaliaganj,Rural,Cooking inside house:,12587,29398,4107,14,13,547,5,35,1209,0,47915
Sub-District - Kaliaganj,Rural,Has Kitchen,9800,19149,3149,10,7,510,4,31,781,0,33441
Sub-District - Kaliaganj,Rural,Does not have kitchen,2787,10249,958,4,6,37,1,4,428,0,14474
Sub-District - Kaliaganj,Rural,Cooking outside house:,324,1076,165,1,0,22,0,1,53,0,1642
Sub-District - Kaliaganj,Rural,Has Kitchen,114,360,70,0,0,1,0,1,27,0,573
Sub-District - Kaliaganj,Rural,Does not have kitchen,210,716,95,1,0,21,0,0,26,0,1069
Sub-District - Kaliaganj,Rural,No Cooking,0,0,0,0,0,0,0,0,0,54,54
Sub-District - Kaliaganj,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kaliaganj,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Itahar,Total,Total,6838,49663,6441,76,21,1196,21,26,1617,120,66019
Sub-District - Itahar,Total,Cooking inside house:,6430,45995,5722,57,20,1156,18,26,1418,0,60842
Sub-District - Itahar,Total,Has Kitchen,5042,28283,3250,51,12,1093,14,24,898,0,38667
Sub-District - Itahar,Total,Does not have kitchen,1388,17712,2472,6,8,63,4,2,520,0,22175
Sub-District - Itahar,Total,Cooking outside house:,408,3668,719,19,1,40,3,0,199,0,5057
Sub-District - Itahar,Total,Has Kitchen,218,1774,411,14,1,12,3,0,118,0,2551
Sub-District - Itahar,Total,Does not have kitchen,190,1894,308,5,0,28,0,0,81,0,2506
Sub-District - Itahar,Total,No Cooking,0,0,0,0,0,0,0,0,0,120,120
Sub-District - Itahar,Rural,Total,6498,49278,6293,34,19,697,20,25,1614,119,64597
Sub-District - Itahar,Rural,Cooking inside house:,6121,45618,5598,21,18,673,18,25,1415,0,59507
Sub-District - Itahar,Rural,Has Kitchen,4827,28112,3179,21,11,619,14,23,896,0,37702
Sub-District - Itahar,Rural,Does not have kitchen,1294,17506,2419,0,7,54,4,2,519,0,21805
Sub-District - Itahar,Rural,Cooking outside house:,377,3660,695,13,1,24,2,0,199,0,4971
Sub-District - Itahar,Rural,Has Kitchen,196,1771,405,12,1,1,2,0,118,0,2506
Sub-District - Itahar,Rural,Does not have kitchen,181,1889,290,1,0,23,0,0,81,0,2465
Sub-District - Itahar,Rural,No Cooking,0,0,0,0,0,0,0,0,0,119,119
Sub-District - Itahar,Urban,Total,340,385,148,42,2,499,1,1,3,1,1422
Sub-District - Itahar,Urban,Cooking inside house:,309,377,124,36,2,483,0,1,3,0,1335
Sub-District - Itahar,Urban,Has Kitchen,215,171,71,30,1,474,0,1,2,0,965
Sub-District - Itahar,Urban,Does not have kitchen,94,206,53,6,1,9,0,0,1,0,370
Sub-District - Itahar,Urban,Cooking outside house:,31,8,24,6,0,16,1,0,0,0,86
Sub-District - Itahar,Urban,Has Kitchen,22,3,6,2,0,11,1,0,0,0,45
Sub-District - Itahar,Urban,Does not have kitchen,9,5,18,4,0,5,0,0,0,0,41
Sub-District - Itahar,Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Itahar (CT),Urban,Total,340,385,148,42,2,499,1,1,3,1,1422
Itahar (CT),Urban,Cooking inside house:,309,377,124,36,2,483,0,1,3,0,1335
Itahar (CT),Urban,Has Kitchen,215,171,71,30,1,474,0,1,2,0,965
Itahar (CT),Urban,Does not have kitchen,94,206,53,6,1,9,0,0,1,0,370
Itahar (CT),Urban,Cooking outside house:,31,8,24,6,0,16,1,0,0,0,86
Itahar (CT),Urban,Has Kitchen,22,3,6,2,0,11,1,0,0,0,45
Itahar (CT),Urban,Does not have kitchen,9,5,18,4,0,5,0,0,0,0,41
Itahar (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Sub-District - Not under any sub-district,Total,Total,24300,4161,2150,1663,503,27500,13,75,668,374,61407
Sub-District - Not under any sub-district,Total,Cooking inside house:,22377,3765,2015,1615,487,27255,12,74,645,0,58245
Sub-District - Not under any sub-district,Total,Has Kitchen,13212,2368,972,1001,264,25408,7,56,293,0,43581
Sub-District - Not under any sub-district,Total,Does not have kitchen,9165,1397,1043,614,223,1847,5,18,352,0,14664
Sub-District - Not under any sub-district,Total,Cooking outside house:,1923,396,135,48,16,245,1,1,23,0,2788
Sub-District - Not under any sub-district,Total,Has Kitchen,1090,245,62,29,7,202,1,1,14,0,1651
Sub-District - Not under any sub-district,Total,Does not have kitchen,833,151,73,19,9,43,0,0,9,0,1137
Sub-District - Not under any sub-district,Total,No Cooking,0,0,0,0,0,0,0,0,0,374,374
Sub-District - Not under any sub-district,Rural,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Rural,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Not under any sub-district,Urban,Total,24300,4161,2150,1663,503,27500,13,75,668,374,61407
Sub-District - Not under any sub-district,Urban,Cooking inside house:,22377,3765,2015,1615,487,27255,12,74,645,0,58245
Sub-District - Not under any sub-district,Urban,Has Kitchen,13212,2368,972,1001,264,25408,7,56,293,0,43581
Sub-District - Not under any sub-district,Urban,Does not have kitchen,9165,1397,1043,614,223,1847,5,18,352,0,14664
Sub-District - Not under any sub-district,Urban,Cooking outside house:,1923,396,135,48,16,245,1,1,23,0,2788
Sub-District - Not under any sub-district,Urban,Has Kitchen,1090,245,62,29,7,202,1,1,14,0,1651
