Area Name,Total/Rural/Urban,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total
Sub-District - Not under any sub-district,Urban,Does not have kitchen,833,151,73,19,9,43,0,0,9,0,1137
Sub-District - Not under any sub-district,Urban,No Cooking,0,0,0,0,0,0,0,0,0,374,374
Islampur (M),Urban,Total,4658,855,75,185,110,5574,2,9,32,59,11559
Islampur (M),Urban,Cooking inside house:,3802,727,61,171,103,5483,2,9,25,0,10383
Islampur (M),Urban,Has Kitchen,2966,522,39,96,60,5164,0,7,14,0,8868
Islampur (M),Urban,Does not have kitchen,836,205,22,75,43,319,2,2,11,0,1515
Islampur (M),Urban,Cooking outside house:,856,128,14,14,7,91,0,0,7,0,1117
Islampur (M),Urban,Has Kitchen,596,85,12,7,1,77,0,0,2,0,780
Islampur (M),Urban,Does not have kitchen,260,43,2,7,6,14,0,0,5,0,337
Islampur (M),Urban,No Cooking,0,0,0,0,0,0,0,0,0,59,59
Dalkhola (M),Urban,Total,2270,1861,753,49,19,1623,4,3,245,33,6860
Dalkhola (M),Urban,Cooking inside house:,2121,1711,728,48,18,1604,4,3,239,0,6476
Dalkhola (M),Urban,Has Kitchen,1570,1302,453,34,7,1432,3,1,135,0,4937
Dalkhola (M),Urban,Does not have kitchen,551,409,275,14,11,172,1,2,104,0,1539
Dalkhola (M),Urban,Cooking outside house:,149,150,25,1,1,19,0,0,6,0,351
Dalkhola (M),Urban,Has Kitchen,90,108,8,1,1,8,0,0,4,0,220
Dalkhola (M),Urban,Does not have kitchen,59,42,17,0,0,11,0,0,2,0,131
Dalkhola (M),Urban,No Cooking,0,0,0,0,0,0,0,0,0,33,33
Raiganj (M),Urban,Total,11394,850,988,1270,310,15684,5,58,101,208,30868
Raiganj (M),Urban,Cooking inside house:,10636,762,924,1241,302,15572,5,57,99,0,29598
Raiganj (M),Urban,Has Kitchen,4981,303,326,756,158,14589,3,43,8,0,21167
Raiganj (M),Urban,Does not have kitchen,5655,459,598,485,144,983,2,14,91,0,8431
Raiganj (M),Urban,Cooking outside house:,758,88,64,29,8,112,0,1,2,0,1062
Raiganj (M),Urban,Has Kitchen,314,33,34,19,5,99,0,1,0,0,505
Raiganj (M),Urban,Does not have kitchen,444,55,30,10,3,13,0,0,2,0,557
Raiganj (M),Urban,No Cooking,0,0,0,0,0,0,0,0,0,208,208
Kaliaganj (M),Urban,Total,5978,595,334,159,64,4619,2,5,290,74,12120
Kaliaganj (M),Urban,Cooking inside house:,5818,565,302,155,64,4596,1,5,282,0,11788
Kaliaganj (M),Urban,Has Kitchen,3695,241,154,115,39,4223,1,5,136,0,8609
Kaliaganj (M),Urban,Does not have kitchen,2123,324,148,40,25,373,0,0,146,0,3179
Kaliaganj (M),Urban,Cooking outside house:,160,30,32,4,0,23,1,0,8,0,258
Kaliaganj (M),Urban,Has Kitchen,90,19,8,2,0,18,1,0,8,0,146
Kaliaganj (M),Urban,Does not have kitchen,70,11,24,2,0,5,0,0,0,0,112
Kaliaganj (M),Urban,No Cooking,0,0,0,0,0,0,0,0,0,74,74
District - Dakshin Dinajpur,Total,Total,88875,211770,37714,4262,614,37186,123,329,14691,657,396221
District - Dakshin Dinajpur,Total,Cooking inside house:,85093,196234,34789,4097,593,36864,117,325,13335,0,371447
District - Dakshin Dinajpur,Total,Has Kitchen,53359,75078,16876,2624,321,34128,46,269,3879,0,186580
District - Dakshin Dinajpur,Total,Does not have kitchen,31734,121156,17913,1473,272,2736,71,56,9456,0,184867
District - Dakshin Dinajpur,Total,Cooking outside house:,3782,15536,2925,165,21,322,6,4,1356,0,24117
District - Dakshin Dinajpur,Total,Has Kitchen,1707,6256,1366,99,10,118,2,3,294,0,9855
District - Dakshin Dinajpur,Total,Does not have kitchen,2075,9280,1559,66,11,204,4,1,1062,0,14262
District - Dakshin Dinajpur,Total,No Cooking,0,0,0,0,0,0,0,0,0,657,657
District - Dakshin Dinajpur,Rural,Total,69544,208659,35366,997,195,8795,96,211,14375,442,338680
District - Dakshin Dinajpur,Rural,Cooking inside house:,66509,193482,32626,897,181,8602,90,209,13046,0,315642
District - Dakshin Dinajpur,Rural,Has Kitchen,42802,73553,15762,612,92,7857,33,164,3762,0,144637
District - Dakshin Dinajpur,Rural,Does not have kitchen,23707,119929,16864,285,89,745,57,45,9284,0,171005
District - Dakshin Dinajpur,Rural,Cooking outside house:,3035,15177,2740,100,14,193,6,2,1329,0,22596
District - Dakshin Dinajpur,Rural,Has Kitchen,1328,6084,1263,67,6,33,2,2,274,0,9059
District - Dakshin Dinajpur,Rural,Does not have kitchen,1707,9093,1477,33,8,160,4,0,1055,0,13537
District - Dakshin Dinajpur,Rural,No Cooking,0,0,0,0,0,0,0,0,0,442,442
District - Dakshin Dinajpur,Urban,Total,19331,3111,2348,3265,419,28391,27,118,316,215,57541
District - Dakshin Dinajpur,Urban,Cooking inside house:,18584,2752,2163,3200,412,28262,27,116,289,0,55805
District - Dakshin Dinajpur,Urban,Has Kitchen,10557,1525,1114,2012,229,26271,13,105,117,0,41943
District - Dakshin Dinajpur,Urban,Does not have kitchen,8027,1227,1049,1188,183,1991,14,11,172,0,13862
District - Dakshin Dinajpur,Urban,Cooking outside house:,747,359,185,65,7,129,0,2,27,0,1521
District - Dakshin Dinajpur,Urban,Has Kitchen,379,172,103,32,4,85,0,1,20,0,796
District - Dakshin Dinajpur,Urban,Does not have kitchen,368,187,82,33,3,44,0,1,7,0,725
District - Dakshin Dinajpur,Urban,No Cooking,0,0,0,0,0,0,0,0,0,215,215
Sub-District - Kushmundi,Total,Total,9082,30671,2291,59,22,807,7,5,2175,53,45172
Sub-District - Kushmundi,Total,Cooking inside house:,8695,29211,2071,56,22,799,7,5,1792,0,42658
Sub-District - Kushmundi,Total,Has Kitchen,6282,14738,1317,44,12,751,3,5,545,0,23697
Sub-District - Kushmundi,Total,Does not have kitchen,2413,14473,754,12,10,48,4,0,1247,0,18961
Sub-District - Kushmundi,Total,Cooking outside house:,387,1460,220,3,0,8,0,0,383,0,2461
Sub-District - Kushmundi,Total,Has Kitchen,176,699,150,0,0,2,0,0,35,0,1062
Sub-District - Kushmundi,Total,Does not have kitchen,211,761,70,3,0,6,0,0,348,0,1399
Sub-District - Kushmundi,Total,No Cooking,0,0,0,0,0,0,0,0,0,53,53
Sub-District - Kushmundi,Rural,Total,9082,30671,2291,59,22,807,7,5,2175,53,45172
Sub-District - Kushmundi,Rural,Cooking inside house:,8695,29211,2071,56,22,799,7,5,1792,0,42658
Sub-District - Kushmundi,Rural,Has Kitchen,6282,14738,1317,44,12,751,3,5,545,0,23697
Sub-District - Kushmundi,Rural,Does not have kitchen,2413,14473,754,12,10,48,4,0,1247,0,18961
Sub-District - Kushmundi,Rural,Cooking outside house:,387,1460,220,3,0,8,0,0,383,0,2461
Sub-District - Kushmundi,Rural,Has Kitchen,176,699,150,0,0,2,0,0,35,0,1062
Sub-District - Kushmundi,Rural,Does not have kitchen,211,761,70,3,0,6,0,0,348,0,1399
Sub-District - Kushmundi,Rural,No Cooking,0,0,0,0,0,0,0,0,0,53,53
Sub-District - Kushmundi,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kushmundi,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gangarampur,Total,Total,10919,34759,5607,150,21,1047,4,29,1623,72,54231
Sub-District - Gangarampur,Total,Cooking inside house:,10548,32254,5178,143,20,1026,4,29,1427,0,50629
Sub-District - Gangarampur,Total,Has Kitchen,7414,13790,2881,104,11,940,3,24,587,0,25754
Sub-District - Gangarampur,Total,Does not have kitchen,3134,18464,2297,39,9,86,1,5,840,0,24875
Sub-District - Gangarampur,Total,Cooking outside house:,371,2505,429,7,1,21,0,0,196,0,3530
Sub-District - Gangarampur,Total,Has Kitchen,218,1197,199,5,0,7,0,0,42,0,1668
Sub-District - Gangarampur,Total,Does not have kitchen,153,1308,230,2,1,14,0,0,154,0,1862
Sub-District - Gangarampur,Total,No Cooking,0,0,0,0,0,0,0,0,0,72,72
Sub-District - Gangarampur,Rural,Total,9922,34481,5436,136,19,793,4,22,1611,60,52484
Sub-District - Gangarampur,Rural,Cooking inside house:,9566,32045,5061,129,18,772,4,22,1415,0,49032
Sub-District - Gangarampur,Rural,Has Kitchen,6763,13715,2831,94,11,713,3,18,586,0,24734
Sub-District - Gangarampur,Rural,Does not have kitchen,2803,18330,2230,35,7,59,1,4,829,0,24298
Sub-District - Gangarampur,Rural,Cooking outside house:,356,2436,375,7,1,21,0,0,196,0,3392
Sub-District - Gangarampur,Rural,Has Kitchen,207,1162,185,5,0,7,0,0,42,0,1608
Sub-District - Gangarampur,Rural,Does not have kitchen,149,1274,190,2,1,14,0,0,154,0,1784
Sub-District - Gangarampur,Rural,No Cooking,0,0,0,0,0,0,0,0,0,60,60
Sub-District - Gangarampur,Urban,Total,997,278,171,14,2,254,0,7,12,12,1747
Sub-District - Gangarampur,Urban,Cooking inside house:,982,209,117,14,2,254,0,7,12,0,1597
Sub-District - Gangarampur,Urban,Has Kitchen,651,75,50,10,0,227,0,6,1,0,1020
Sub-District - Gangarampur,Urban,Does not have kitchen,331,134,67,4,2,27,0,1,11,0,577
Sub-District - Gangarampur,Urban,Cooking outside house:,15,69,54,0,0,0,0,0,0,0,138
Sub-District - Gangarampur,Urban,Has Kitchen,11,35,14,0,0,0,0,0,0,0,60
Sub-District - Gangarampur,Urban,Does not have kitchen,4,34,40,0,0,0,0,0,0,0,78
Sub-District - Gangarampur,Urban,No Cooking,0,0,0,0,0,0,0,0,0,12,12
Gopalpur (CT),Urban,Total,997,278,171,14,2,254,0,7,12,12,1747
Gopalpur (CT),Urban,Cooking inside house:,982,209,117,14,2,254,0,7,12,0,1597
Gopalpur (CT),Urban,Has Kitchen,651,75,50,10,0,227,0,6,1,0,1020
Gopalpur (CT),Urban,Does not have kitchen,331,134,67,4,2,27,0,1,11,0,577
Gopalpur (CT),Urban,Cooking outside house:,15,69,54,0,0,0,0,0,0,0,138
Gopalpur (CT),Urban,Has Kitchen,11,35,14,0,0,0,0,0,0,0,60
Gopalpur (CT),Urban,Does not have kitchen,4,34,40,0,0,0,0,0,0,0,78
Gopalpur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,12,12
Sub-District - Kumarganj,Total,Total,8429,27411,2450,62,17,697,16,25,2133,59,41299
Sub-District - Kumarganj,Total,Cooking inside house:,8015,26145,2249,48,15,671,13,25,2056,0,39237
Sub-District - Kumarganj,Total,Has Kitchen,4997,7879,904,27,6,615,3,20,320,0,14771
Sub-District - Kumarganj,Total,Does not have kitchen,3018,18266,1345,21,9,56,10,5,1736,0,24466
Sub-District - Kumarganj,Total,Cooking outside house:,414,1266,201,14,2,26,3,0,77,0,2003
Sub-District - Kumarganj,Total,Has Kitchen,185,485,65,4,2,4,0,0,11,0,756
Sub-District - Kumarganj,Total,Does not have kitchen,229,781,136,10,0,22,3,0,66,0,1247
Sub-District - Kumarganj,Total,No Cooking,0,0,0,0,0,0,0,0,0,59,59
Sub-District - Kumarganj,Rural,Total,8429,27411,2450,62,17,697,16,25,2133,59,41299
Sub-District - Kumarganj,Rural,Cooking inside house:,8015,26145,2249,48,15,671,13,25,2056,0,39237
Sub-District - Kumarganj,Rural,Has Kitchen,4997,7879,904,27,6,615,3,20,320,0,14771
Sub-District - Kumarganj,Rural,Does not have kitchen,3018,18266,1345,21,9,56,10,5,1736,0,24466
Sub-District - Kumarganj,Rural,Cooking outside house:,414,1266,201,14,2,26,3,0,77,0,2003
Sub-District - Kumarganj,Rural,Has Kitchen,185,485,65,4,2,4,0,0,11,0,756
Sub-District - Kumarganj,Rural,Does not have kitchen,229,781,136,10,0,22,3,0,66,0,1247
Sub-District - Kumarganj,Rural,No Cooking,0,0,0,0,0,0,0,0,0,59,59
Sub-District - Kumarganj,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kumarganj,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Total,Total,7363,7979,2327,183,36,1056,6,44,1388,50,20432
Sub-District - Hilli,Total,Cooking inside house:,7165,7697,2191,159,33,1034,6,43,1295,0,19623
Sub-District - Hilli,Total,Has Kitchen,4321,2970,939,114,13,939,5,36,523,0,9860
Sub-District - Hilli,Total,Does not have kitchen,2844,4727,1252,45,20,95,1,7,772,0,9763
Sub-District - Hilli,Total,Cooking outside house:,198,282,136,24,3,22,0,1,93,0,759
Sub-District - Hilli,Total,Has Kitchen,75,136,38,21,1,6,0,1,3,0,281
Sub-District - Hilli,Total,Does not have kitchen,123,146,98,3,2,16,0,0,90,0,478
Sub-District - Hilli,Total,No Cooking,0,0,0,0,0,0,0,0,0,50,50
Sub-District - Hilli,Rural,Total,7363,7979,2327,183,36,1056,6,44,1388,50,20432
Sub-District - Hilli,Rural,Cooking inside house:,7165,7697,2191,159,33,1034,6,43,1295,0,19623
Sub-District - Hilli,Rural,Has Kitchen,4321,2970,939,114,13,939,5,36,523,0,9860
Sub-District - Hilli,Rural,Does not have kitchen,2844,4727,1252,45,20,95,1,7,772,0,9763
Sub-District - Hilli,Rural,Cooking outside house:,198,282,136,24,3,22,0,1,93,0,759
Sub-District - Hilli,Rural,Has Kitchen,75,136,38,21,1,6,0,1,3,0,281
Sub-District - Hilli,Rural,Does not have kitchen,123,146,98,3,2,16,0,0,90,0,478
Sub-District - Hilli,Rural,No Cooking,0,0,0,0,0,0,0,0,0,50,50
Sub-District - Hilli,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Hilli,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Balurghat,Total,Total,18032,29328,6617,287,49,3407,32,77,2759,89,60677
Sub-District - Balurghat,Total,Cooking inside house:,17264,27684,6170,260,44,3351,32,77,2645,0,57527
Sub-District - Balurghat,Total,Has Kitchen,10332,9166,2924,181,25,3120,12,68,658,0,26486
Sub-District - Balurghat,Total,Does not have kitchen,6932,18518,3246,79,19,231,20,9,1987,0,31041
Sub-District - Balurghat,Total,Cooking outside house:,768,1644,447,27,5,56,0,0,114,0,3061
Sub-District - Balurghat,Total,Has Kitchen,232,570,157,20,2,6,0,0,44,0,1031
Sub-District - Balurghat,Total,Does not have kitchen,536,1074,290,7,3,50,0,0,70,0,2030
Sub-District - Balurghat,Total,No Cooking,0,0,0,0,0,0,0,0,0,89,89
Sub-District - Balurghat,Rural,Total,16014,29075,6466,226,47,2259,30,67,2728,82,56994
Sub-District - Balurghat,Rural,Cooking inside house:,15262,27440,6022,199,42,2208,30,67,2617,0,53887
Sub-District - Balurghat,Rural,Has Kitchen,9152,9084,2861,142,24,2050,11,58,652,0,24034
Sub-District - Balurghat,Rural,Does not have kitchen,6110,18356,3161,57,18,158,19,9,1965,0,29853
Sub-District - Balurghat,Rural,Cooking outside house:,752,1635,444,27,5,51,0,0,111,0,3025
Sub-District - Balurghat,Rural,Has Kitchen,218,569,154,20,2,3,0,0,42,0,1008
Sub-District - Balurghat,Rural,Does not have kitchen,534,1066,290,7,3,48,0,0,69,0,2017
Sub-District - Balurghat,Rural,No Cooking,0,0,0,0,0,0,0,0,0,82,82
Sub-District - Balurghat,Urban,Total,2018,253,151,61,2,1148,2,10,31,7,3683
Sub-District - Balurghat,Urban,Cooking inside house:,2002,244,148,61,2,1143,2,10,28,0,3640
Sub-District - Balurghat,Urban,Has Kitchen,1180,82,63,39,1,1070,1,10,6,0,2452
Sub-District - Balurghat,Urban,Does not have kitchen,822,162,85,22,1,73,1,0,22,0,1188
Sub-District - Balurghat,Urban,Cooking outside house:,16,9,3,0,0,5,0,0,3,0,36
Sub-District - Balurghat,Urban,Has Kitchen,14,1,3,0,0,3,0,0,2,0,23
Sub-District - Balurghat,Urban,Does not have kitchen,2,8,0,0,0,2,0,0,1,0,13
Sub-District - Balurghat,Urban,No Cooking,0,0,0,0,0,0,0,0,0,7,7
Par Patiram (CT),Urban,Total,467,65,83,7,0,75,1,9,22,0,729
Par Patiram (CT),Urban,Cooking inside house:,459,65,81,7,0,75,1,9,19,0,716
Par Patiram (CT),Urban,Has Kitchen,258,28,26,5,0,74,0,9,3,0,403
Par Patiram (CT),Urban,Does not have kitchen,201,37,55,2,0,1,1,0,16,0,313
Par Patiram (CT),Urban,Cooking outside house:,8,0,2,0,0,0,0,0,3,0,13
Par Patiram (CT),Urban,Has Kitchen,7,0,2,0,0,0,0,0,2,0,11
Par Patiram (CT),Urban,Does not have kitchen,1,0,0,0,0,0,0,0,1,0,2
Par Patiram (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Dakra (P) (CT),Urban,Total,718,141,42,17,1,397,1,0,9,6,1332
Dakra (P) (CT),Urban,Cooking inside house:,710,132,41,17,1,394,1,0,9,0,1305
Dakra (P) (CT),Urban,Has Kitchen,398,43,24,6,0,367,1,0,3,0,842
Dakra (P) (CT),Urban,Does not have kitchen,312,89,17,11,1,27,0,0,6,0,463
Dakra (P) (CT),Urban,Cooking outside house:,8,9,1,0,0,3,0,0,0,0,21
Dakra (P) (CT),Urban,Has Kitchen,7,1,1,0,0,3,0,0,0,0,12
Dakra (P) (CT),Urban,Does not have kitchen,1,8,0,0,0,0,0,0,0,0,9
Dakra (P) (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,6,6
Chak Bhrigu (CT),Urban,Total,833,47,26,37,1,676,0,1,0,1,1622
Chak Bhrigu (CT),Urban,Cooking inside house:,833,47,26,37,1,674,0,1,0,0,1619
Chak Bhrigu (CT),Urban,Has Kitchen,524,11,13,28,1,629,0,1,0,0,1207
Chak Bhrigu (CT),Urban,Does not have kitchen,309,36,13,9,0,45,0,0,0,0,412
Chak Bhrigu (CT),Urban,Cooking outside house:,0,0,0,0,0,2,0,0,0,0,2
Chak Bhrigu (CT),Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Chak Bhrigu (CT),Urban,Does not have kitchen,0,0,0,0,0,2,0,0,0,0,2
Chak Bhrigu (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Sub-District - Tapan,Total,Total,10473,37251,7955,102,22,1183,19,18,1995,56,59074
Sub-District - Tapan,Total,Cooking inside house:,9958,33724,7215,100,22,1154,19,18,1724,0,53934
Sub-District - Tapan,Total,Has Kitchen,5995,12240,3396,74,12,1008,3,16,352,0,23096
Sub-District - Tapan,Total,Does not have kitchen,3963,21484,3819,26,10,146,16,2,1372,0,30838
Sub-District - Tapan,Total,Cooking outside house:,515,3527,740,2,0,29,0,0,271,0,5084
Sub-District - Tapan,Total,Has Kitchen,248,1218,363,0,0,3,0,0,68,0,1900
Sub-District - Tapan,Total,Does not have kitchen,267,2309,377,2,0,26,0,0,203,0,3184
Sub-District - Tapan,Total,No Cooking,0,0,0,0,0,0,0,0,0,56,56
Sub-District - Tapan,Rural,Total,10473,37251,7955,102,22,1183,19,18,1995,56,59074
Sub-District - Tapan,Rural,Cooking inside house:,9958,33724,7215,100,22,1154,19,18,1724,0,53934
Sub-District - Tapan,Rural,Has Kitchen,5995,12240,3396,74,12,1008,3,16,352,0,23096
Sub-District - Tapan,Rural,Does not have kitchen,3963,21484,3819,26,10,146,16,2,1372,0,30838
Sub-District - Tapan,Rural,Cooking outside house:,515,3527,740,2,0,29,0,0,271,0,5084
Sub-District - Tapan,Rural,Has Kitchen,248,1218,363,0,0,3,0,0,68,0,1900
Sub-District - Tapan,Rural,Does not have kitchen,267,2309,377,2,0,26,0,0,203,0,3184
Sub-District - Tapan,Rural,No Cooking,0,0,0,0,0,0,0,0,0,56,56
Sub-District - Tapan,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Tapan,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Total,Total,5269,19302,4548,182,23,1661,11,22,1549,47,32614
Sub-District - Bansihari,Total,Cooking inside house:,5052,17677,4287,167,22,1636,8,22,1375,0,30246
Sub-District - Bansihari,Total,Has Kitchen,3528,7602,2311,107,11,1500,5,7,554,0,15625
Sub-District - Bansihari,Total,Does not have kitchen,1524,10075,1976,60,11,136,3,15,821,0,14621
Sub-District - Bansihari,Total,Cooking outside house:,217,1625,261,15,1,25,3,0,174,0,2321
Sub-District - Bansihari,Total,Has Kitchen,110,649,144,11,0,3,2,0,62,0,981
Sub-District - Bansihari,Total,Does not have kitchen,107,976,117,4,1,22,1,0,112,0,1340
Sub-District - Bansihari,Total,No Cooking,0,0,0,0,0,0,0,0,0,47,47
Sub-District - Bansihari,Rural,Total,5269,19302,4548,182,23,1661,11,22,1549,47,32614
Sub-District - Bansihari,Rural,Cooking inside house:,5052,17677,4287,167,22,1636,8,22,1375,0,30246
Sub-District - Bansihari,Rural,Has Kitchen,3528,7602,2311,107,11,1500,5,7,554,0,15625
Sub-District - Bansihari,Rural,Does not have kitchen,1524,10075,1976,60,11,136,3,15,821,0,14621
Sub-District - Bansihari,Rural,Cooking outside house:,217,1625,261,15,1,25,3,0,174,0,2321
Sub-District - Bansihari,Rural,Has Kitchen,110,649,144,11,0,3,2,0,62,0,981
Sub-District - Bansihari,Rural,Does not have kitchen,107,976,117,4,1,22,1,0,112,0,1340
Sub-District - Bansihari,Rural,No Cooking,0,0,0,0,0,0,0,0,0,47,47
Sub-District - Bansihari,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Bansihari,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Harirampur,Total,Total,3390,22734,4083,73,10,681,3,8,800,41,31823
Sub-District - Harirampur,Total,Cooking inside house:,3145,19665,3692,57,8,664,3,7,776,0,28017
Sub-District - Harirampur,Total,Has Kitchen,2029,5382,1272,24,4,605,0,4,231,0,9551
Sub-District - Harirampur,Total,Does not have kitchen,1116,14283,2420,33,4,59,3,3,545,0,18466
Sub-District - Harirampur,Total,Cooking outside house:,245,3069,391,16,2,17,0,1,24,0,3765
Sub-District - Harirampur,Total,Has Kitchen,139,1194,179,13,1,11,0,1,11,0,1549
Sub-District - Harirampur,Total,Does not have kitchen,106,1875,212,3,1,6,0,0,13,0,2216
Sub-District - Harirampur,Total,No Cooking,0,0,0,0,0,0,0,0,0,41,41
Sub-District - Harirampur,Rural,Total,2992,22489,3893,47,9,339,3,8,796,35,30611
Sub-District - Harirampur,Rural,Cooking inside house:,2796,19543,3530,39,7,328,3,7,772,0,27025
Sub-District - Harirampur,Rural,Has Kitchen,1764,5325,1203,10,3,281,0,4,230,0,8820
Sub-District - Harirampur,Rural,Does not have kitchen,1032,14218,2327,29,4,47,3,3,542,0,18205
